LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-01-18 17:34:09,1900-01-00 00:00:00,,3C:15:FB:E4:14:DC,-66, ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:10,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:10,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:11,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:13,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-60,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-60,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-60,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-60,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-60,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-60,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:14,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:16,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:16,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:16,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,40:2C:F4:32:D0:DF,-88,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,40:2C:F4:32:D0:DF,-86,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-55,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-58,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-56,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:17,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:17,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-57,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:18,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,,02:55:75:58:ED:F2,-59,,0.000000,0.000000,0.000,0.000,Client
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-18 17:34:21,1900-01-00 00:00:00,BULLION,3C:15:FB:E4:14:DC,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
